flow_duration,total_fwd_packets,total_bwd_packets,fin_count,syn_count,ack_count,rst_count,label
7413824,5,0,0,0,1,0,0
1399923,3,5,0,0,0,0,0
250908,3,5,0,0,0,0,0
22597,3,4,0,0,0,0,0
251,2,2,0,0,0,0,0
87594956,7,9,0,0,1,0,0
90946,4,2,0,0,0,0,0
80185129,8,6,0,0,1,0,0
6034879,4,0,0,0,1,0,0
1687952,3,5,0,0,0,0,0
6394729,4,0,0,0,1,0,0
75566,3,4,0,0,0,0,0
90380326,8,5,0,0,1,0,0
3352909,4,0,0,0,1,0,0
5771838,4,0,0,0,1,0,0
117404,3,5,0,0,0,0,0
895262,3,5,0,0,0,0,0
5437736,1,5,0,1,1,0,0
10801013,5,0,0,0,1,0,0
81479806,6,9,0,0,1,0,0
92688531,7,9,0,0,1,0,0
3,2,0,0,0,1,0,0
187,2,2,0,0,0,0,0
5337899,5,0,0,0,1,0,0
39523,7,2,0,0,0,0,0
27639,1,1,0,0,0,0,0
29767,7,2,0,0,0,0,0
8906777,4,0,0,0,1,0,0
4047041,1,6,0,0,1,0,0
332945,3,5,0,0,0,0,0
7345949,1,6,0,0,1,0,0
1204565,3,5,0,0,0,0,0
540812,3,6,0,0,0,0,0
686515,3,6,0,0,0,0,0
8201112,4,0,0,0,1,0,0
60161,4,2,0,0,0,0,0
37446,3,4,0,0,0,0,0
187,2,2,0,0,0,0,0
98340226,5,9,0,0,1,0,0
9625914,7,9,0,1,1,0,0
691779,3,5,0,0,0,0,0
93632996,8,6,0,0,1,0,0
110006263,5,3,0,0,0,0,0
628751,3,5,0,0,0,0,0
4935891,4,0,0,0,1,0,0
1189204,3,5,0,0,0,0,0
1169004,3,4,0,0,0,0,0
9455732,4,0,0,0,1,0,0
5981251,5,0,0,0,1,0,0
3014481,1,5,0,0,1,0,0
66301,3,5,0,0,0,0,0
615604,3,5,0,0,0,0,0
4247990,4,0,0,0,1,0,0
177,2,2,0,0,0,0,0
436048,3,5,0,0,0,0,0
22477,3,5,0,0,0,0,0
783658,3,5,0,0,0,0,0
9865715,7,5,0,0,1,0,0
184,2,2,0,0,0,0,0
76309420,8,4,0,0,1,0,0
57711,2,6,0,0,0,0,0
96994631,8,6,0,0,1,0,0
104146,2,2,0,0,0,0,0
209070,14,16,0,0,0,0,0
670331,3,5,0,0,0,0,0
81210377,9,5,0,0,1,0,0
193,2,2,0,0,0,0,0
93811636,8,5,0,0,1,0,0
367741,3,5,0,0,0,0,0
7340875,6,0,0,0,1,0,0
10659889,1,7,0,0,1,0,0
1072418,3,7,0,0,0,0,0
38686,3,5,0,0,0,0,0
192244,3,4,0,0,0,0,0
82231799,7,10,0,0,1,0,0
2144810,5,0,0,0,1,0,0
796077,3,6,0,0,0,0,0
42448,6,2,0,0,0,0,0
99893453,8,6,0,0,1,0,0
4346575,5,1,0,1,1,0,0
70812596,7,9,0,1,1,0,0
255470,7,4,0,0,1,0,0
9290765,5,0,0,0,1,0,0
6374990,4,0,0,0,1,0,0
10127726,4,0,0,0,1,0,0
60362,1,1,0,0,0,0,0
719858,1,1,0,0,0,0,0
93840,3,5,0,0,0,0,0
7397807,6,0,0,0,1,0,0
729705,3,4,0,0,0,0,0
8027831,5,0,0,0,1,0,0
16724,1,1,0,0,0,0,0
22564345,6,0,0,0,1,0,0
10167752,5,0,0,0,1,0,0
622232,2,4,0,0,0,0,0
84282740,5,9,0,0,1,0,0
1554588,13,8,0,0,0,0,0
61665,3,5,0,0,0,0,0
1308407,3,5,0,0,0,0,0
23639,1,1,0,0,0,0,0
5288063,4,0,0,0,1,0,0
100190490,8,5,0,0,1,0,0
48694,4,2,0,0,0,0,0
2016644,1,5,0,0,1,0,0
1227457,4,0,0,0,1,0,0
15748383,11,12,0,0,0,0,0
1799274,3,4,0,0,0,0,0
10040013,1,6,0,0,1,0,0
23211,1,1,0,0,1,0,0
3525108,4,0,0,0,1,0,0
1838033,3,5,0,0,0,0,0
681738,3,5,0,0,0,0,0
199,2,2,0,0,0,0,0
33659,3,5,0,0,0,0,0
88035,5,0,0,0,1,0,0
45056,4,0,0,0,1,0,0
1113263,3,5,0,0,0,0,0
179877,3,4,0,0,0,0,0
76540016,5,9,0,0,1,0,0
5294879,5,0,0,0,1,0,0
10170555,4,0,0,0,1,0,0
365051,3,5,0,0,0,0,0
3141898,4,0,0,0,1,0,0
5842872,4,0,0,0,1,0,0
7108838,4,0,0,0,1,0,0
8128783,5,0,0,0,1,0,0
1992941,5,0,0,0,1,0,0
212,2,0,0,0,1,0,0
681521,4,3,0,0,1,0,0
80909692,8,6,0,0,1,0,0
4686866,4,0,0,0,1,0,0
6229813,5,1,0,1,1,0,0
320815,4,0,0,0,1,0,0
9055677,5,0,0,0,1,0,0
10599734,5,0,0,0,1,0,0
94975203,8,5,0,0,1,0,0
106245,3,5,0,0,0,0,0
32445234,2,2,0,0,0,0,0
80162519,8,6,0,0,1,0,0
10124742,4,0,0,0,1,0,0
88,2,0,0,0,1,0,0
8052941,1,5,0,0,1,0,0
80245884,8,7,0,0,1,0,0
64,2,0,0,0,1,0,0
130956,7,2,0,0,0,0,0
204901,1,1,0,0,0,0,0
6213620,15,19,0,0,0,0,0
201971,47,57,0,0,0,0,0
155,2,2,0,0,0,0,0
29,1,1,0,0,1,0,0
1402481,3,6,0,0,0,0,0
30697,1,1,0,0,0,0,0
8175781,8,5,0,0,1,0,0
820541,3,4,0,0,0,0,0
168,2,2,0,0,0,0,0
3026088,5,0,0,0,1,0,0
48434,1,1,0,0,0,0,0
17448,3,5,0,0,0,0,0
1739799,3,6,0,0,0,0,0
248782,3,4,0,0,0,0,0
76950747,8,5,0,0,1,0,0
202065,2,2,0,0,0,0,0
160048,4,0,0,0,1,0,0
81036,4,2,0,0,0,0,0
7330881,5,0,0,0,1,0,0
204341,3,5,0,0,0,0,0
115672648,23,21,0,0,0,0,0
1151985,3,5,0,0,0,0,0
143033,47,66,0,0,0,0,0
17043,5,0,0,0,1,0,0
222,2,2,0,0,0,0,0
1480591,35,42,0,0,0,0,0
1438997,3,6,0,0,0,0,0
46440,1,1,0,0,0,0,0
33078,2,2,0,0,0,0,0
8084784,4,0,0,0,1,0,0
24,2,0,0,0,1,0,0
10178045,5,0,0,0,1,0,0
73844242,8,5,0,0,1,0,0
3,2,0,0,0,1,0,0
5637254,1,5,0,0,1,0,0
1410194,1,6,0,1,1,0,0
635604,3,6,0,0,0,0,0
4718091,5,0,0,0,1,0,0
80855017,8,6,0,0,1,0,0
5506826,6,4,0,0,0,0,0
115706071,32,36,0,0,0,0,0
174040,4,0,0,0,1,0,0
91330772,8,4,0,0,1,0,0
7092992,1,5,0,0,1,0,0
81723431,8,4,0,0,1,0,0
78087,3,6,0,0,0,0,0
652,3,0,0,0,1,0,0
10654663,4,0,0,0,1,0,0
1820734,3,5,0,0,0,0,0
97199835,9,5,0,0,1,0,0
646460,4,0,0,0,1,0,0
129383,42,50,0,0,0,0,0
7270771,5,0,0,0,1,0,0
22803,2,2,0,0,0,0,0
81222220,8,5,0,0,1,0,0
7568435,5,0,0,0,1,0,0
196,2,2,0,0,0,0,0
1521972,5,0,0,0,1,0,0
264,2,2,0,0,0,0,0
26179,7,2,0,0,0,0,0
9442464,1,5,0,0,1,0,0
11291966,1,5,0,0,1,0,0
459210,3,6,0,0,0,0,0
100973269,8,5,0,0,1,0,0
10038750,5,0,0,0,1,0,0
4072758,4,0,0,0,1,0,0
1337790,3,6,0,0,0,0,0
645271,11,7,0,0,0,0,0
81930301,8,4,0,0,1,0,0
8554722,1,6,0,1,1,0,0
98139540,6,9,0,0,1,0,0
30834,2,2,0,0,0,0,0
446539,2,0,0,0,1,0,0
10040742,5,0,0,0,1,0,0
12895743,1,6,0,0,1,0,0
5705589,3,1,0,0,0,0,0
587473,3,6,0,0,0,0,0
226,2,2,0,0,0,0,0
6302827,1,5,0,0,1,0,0
635930,9,10,0,0,0,0,0
9138731,4,0,0,0,1,0,0
3952910,4,0,0,0,1,0,0
3559547,1,6,0,1,1,0,0
86265208,9,4,0,0,1,0,0
11490508,1,5,0,1,1,0,0
1214953,3,4,0,0,0,0,0
40747,3,1,0,0,1,0,0
4232483,4,0,0,0,1,0,0
759,2,2,0,0,0,0,0
840,3,0,0,0,1,0,0
11036695,5,0,0,0,1,0,0
1726113,3,5,0,0,0,0,0
170,2,2,0,0,0,0,0
10392792,4,0,0,0,1,0,0
18895,3,4,0,0,0,0,0
81051203,7,10,0,0,1,0,0
1068034,5,0,0,0,1,0,0
27472,3,5,0,0,0,0,0
9896628,51,71,0,0,0,0,0
1452362,39,44,0,0,0,0,0
60531289,11,9,0,0,0,0,0
1150154,3,4,0,0,0,0,0
5311989,5,0,0,0,1,0,0
7944821,5,0,0,0,1,0,0
118050369,20,16,0,0,0,0,0
6052832,5,0,0,0,1,0,0
108603,4,2,0,0,0,0,0
273,2,2,0,0,0,0,0
79194095,8,5,0,0,1,0,0
1994982,5,0,0,0,1,0,0
4469004,1,6,0,0,1,0,0
6092773,3,1,0,0,0,0,0
5058593,3,1,0,0,0,0,0
40026,3,4,0,0,0,0,0
83,1,1,0,0,1,0,0
82426524,8,5,0,0,1,0,0
9012433,3,0,0,0,0,0,0
60084,1,1,0,0,0,0,0
8052914,5,0,0,0,1,0,0
1253249,4,0,0,0,1,0,0
110990901,30,31,0,0,0,0,0
251096,7,2,0,0,0,0,0
28081,5,0,0,0,1,0,0
246414,3,6,0,0,0,0,0
100563154,2,2,0,0,0,0,0
140,3,2,0,1,1,0,0
8026968,7,9,0,0,1,0,0
582832,3,4,0,0,0,0,0
72824554,8,5,0,0,1,0,0
10558351,4,0,0,0,1,0,0
54,1,1,0,0,1,0,0
98610186,8,6,0,0,1,0,0
1844083,3,6,0,0,0,0,0
8051810,4,0,0,0,1,0,0
1763579,7,2,0,0,0,0,0
7964804,4,0,0,0,1,0,0
1,2,0,0,0,1,0,0
1643059,6,2,0,0,0,0,0
1268018,5,0,0,0,1,0,0
2034000,5,0,0,0,1,0,0
151,2,0,0,0,1,0,0
1034246,3,6,0,0,0,0,0
4955872,5,0,0,0,1,0,0
2060935,4,0,0,0,1,0,0
1806318,3,6,0,0,0,0,0
36441,3,4,0,0,0,0,0
77047592,7,9,0,1,1,0,0
3627159,5,0,0,0,1,0,0
6132807,1,5,0,0,1,0,0
1273431,3,6,0,0,0,0,0
8097952,4,0,0,0,1,0,0
11810476,1,5,0,0,1,0,0
1311765,6,2,0,0,0,0,0
854446,5,2,0,0,1,0,0
12850,2,0,0,0,1,0,0
100292548,8,4,0,0,1,0,0
30876,1,1,0,0,0,0,0
115327,8,5,0,0,0,0,0
9006054,7,6,0,0,1,0,0
11863676,4,0,0,0,1,0,0
447995,3,6,0,0,0,0,0
920332,3,5,0,0,0,0,0
117661545,32,33,0,0,0,0,0
204,2,2,0,0,0,0,0
2,2,0,0,0,1,0,0
4230390,4,0,0,0,1,0,0
45754967,12,12,0,0,0,0,0
48649,2,2,0,0,0,0,0
67087,2,2,0,0,0,0,0
1771256,5,0,0,0,1,0,0
842943,3,6,0,0,0,0,0
153,3,0,0,0,1,0,0
1297838,3,6,0,0,0,0,0
117106998,105,145,0,0,0,0,0
80948542,8,6,0,0,1,0,0
80312612,8,5,0,0,1,0,0
10951861,5,0,0,0,1,0,0
27357,3,5,0,0,0,0,0
1087745,3,7,0,0,0,0,0
10122741,4,0,0,0,1,0,0
118390185,14,11,0,0,0,0,0
2239120,4,0,0,0,1,0,0
92387439,5,9,0,0,1,0,0
77387449,7,9,0,1,1,0,0
6416176,1,6,0,1,1,0,0
6104870,5,0,0,0,1,0,0
19967,3,6,0,0,0,0,0
78347280,8,5,0,0,1,0,0
6041291,9,6,0,0,0,0,0
1804524,3,6,0,0,0,0,0
6651828,1,6,0,1,1,0,0
91429024,8,5,0,0,1,0,0
35739773,5,4,0,0,1,0,0
81632741,8,6,0,0,1,0,0
36645,3,6,0,0,0,0,0
89469,3,5,0,0,0,0,0
5377851,4,0,0,0,1,0,0
3,2,0,0,1,1,0,0
35145,3,5,0,0,0,0,0
80512,4,2,0,0,0,0,0
65623,3,5,0,0,0,0,0
7971686,1,6,0,1,1,0,0
10779694,5,0,0,0,1,0,0
1401010,1,5,0,0,1,0,0
6044834,5,0,0,0,1,0,0
81719598,8,6,0,0,1,0,0
9436743,5,0,0,0,1,0,0
350,2,2,0,0,0,0,0
126735,1,5,0,1,1,0,0
162977,3,4,0,0,0,0,0
1204574,3,4,0,0,0,0,0
4310080,1,5,0,1,1,0,0
8631251,4,0,0,0,1,0,0
9161469,5,0,0,0,1,0,0
9944588,4,0,0,0,1,0,0
293904,1,1,0,0,0,0,0
116486147,110,152,0,0,0,0,0
616829,3,6,0,0,0,0,0
598683,3,6,0,0,0,0,0
81128370,9,5,0,0,1,0,0
279110,1,5,0,0,1,0,0
6060230,6,4,0,0,0,0,0
81901336,5,10,0,0,1,0,0
2,1,1,0,0,1,0,0
41012,3,4,0,0,0,0,0
40572,4,4,0,0,0,0,0
824791,3,4,0,0,0,0,0
105800337,16,15,0,0,0,0,0
81643132,8,6,0,0,1,0,0
179784,3,5,0,0,0,0,0
51366,3,5,0,0,0,0,0
46802142,10,8,0,0,0,0,0
2511938,5,0,0,0,1,0,0
82177704,8,5,0,0,1,0,0
75684,3,4,0,0,0,0,0
6061830,5,0,0,0,1,0,0
149,2,2,0,0,0,0,0
97933300,8,4,0,0,1,0,0
541201,10,8,0,0,0,0,0
10090878,4,0,0,0,1,0,0
4632803,5,0,0,0,1,0,0
72779327,5,9,0,0,1,0,0
5337104,9,5,0,0,0,0,0
92499446,9,4,0,0,1,0,0
9890711,1,5,0,0,1,0,0
714630,1,5,0,0,1,0,0
74312653,7,9,0,1,1,0,0
1841539,6,3,0,0,1,0,0
4020890,4,0,0,0,1,0,0
1876010,3,5,0,0,0,0,0
178,2,2,0,0,0,0,0
116373374,23,21,0,0,0,0,0
53356,6,2,0,0,0,0,0
26568,3,5,0,0,0,0,0
524824,3,6,0,0,0,0,0
539997,10,8,0,0,0,0,0
181,2,2,0,0,0,0,0
1160310,3,5,0,0,0,0,0
236,2,2,0,0,0,0,0
16730473,18,14,0,0,0,0,0
7474761,1,6,0,0,1,0,0
9828755,4,0,0,0,1,0,0
176980,1,1,0,0,0,0,0
651932,1,7,0,0,1,0,0
153,2,2,0,0,0,0,0
276214,4,0,0,0,1,0,0
9341737,5,0,0,0,1,0,0
8080498,4,0,0,0,1,0,0
186,2,2,0,0,0,0,0
82490524,8,6,0,0,1,0,0
118648029,23,23,0,0,0,0,0
3331984,1,5,0,0,1,0,0
4062564,1,5,0,0,1,0,0
100829507,5,9,0,0,1,0,0
22,1,1,0,0,1,0,0
30560,1,1,0,0,0,0,0
94431,2,2,0,0,0,0,0
6037803,5,0,0,0,1,0,0
8691221,8,5,0,0,1,0,0
11562206,1,5,0,0,1,0,0
1270085,3,5,0,0,0,0,0
1733521,3,5,0,0,0,0,0
1540963,4,0,0,0,1,0,0
183631,3,7,0,0,0,0,0
4,3,0,0,0,1,0,0
6251347,5,0,0,0,1,0,0
556731,17,17,0,0,0,0,0
19927,3,4,0,0,0,0,0
97210159,5,10,0,0,1,0,0
5109872,4,0,0,0,1,0,0
3,2,0,0,0,1,0,0
1018088,3,4,0,0,0,0,0
146374,19,25,0,0,0,0,0
520195,3,5,0,0,0,0,0
67824,1,5,0,0,1,0,0
78456282,8,4,0,0,1,0,0
11125116,4,0,0,0,1,0,0
263,3,0,0,0,1,0,0
1793548,3,4,0,0,0,0,0
23214,2,2,0,0,0,0,0
1810437,3,5,0,0,0,0,0
183181,2,0,0,0,1,0,0
14594,3,4,0,0,0,0,0
5098209,1,6,0,0,1,0,0
68356,2,2,0,0,0,0,0
47506,2,2,0,0,0,0,0
20706,3,5,0,0,0,0,0
1457712,3,4,0,0,0,0,0
1825588,2,5,0,0,0,0,0
59638,1,1,0,0,0,0,0
4661849,5,1,0,1,1,0,0
87354947,8,5,0,0,1,0,0
47699,1,1,0,0,0,0,0
11462866,4,0,0,0,1,0,0
52864,1,1,0,0,0,0,0
60331126,9,9,0,0,0,0,0
4909311,1,5,0,0,1,0,0
14293881,8,9,0,0,0,0,0
644084,3,5,0,0,0,0,0
10049737,5,0,0,0,1,0,0
227755,3,6,0,0,0,0,0
306030,4,0,0,0,1,0,0
987446,3,4,0,0,0,0,0
4,2,0,0,0,1,0,0
77387454,7,9,0,1,1,0,0
3985888,4,0,0,0,1,0,0
9773736,5,0,0,0,1,0,0
1364462,9,11,0,0,0,0,0
1066,3,0,0,0,1,0,0
60718,2,2,0,0,0,0,0
9352944,1,5,0,0,1,0,0
2479461,5,0,0,0,1,0,0
32092,1,1,0,0,1,0,0
5743592,8,4,0,0,0,0,0
23241,1,1,0,0,0,0,0
1447724,5,0,0,0,1,0,0
1818599,3,6,0,0,0,0,0
2071140,5,0,0,0,1,0,0
5804868,4,0,0,0,1,0,0
1183018,3,5,0,0,0,0,0
36090,3,5,0,0,0,0,0
1135693,4,3,0,0,1,0,0
573778,3,6,0,0,0,0,0
80,3,1,0,1,1,0,0
179759,3,5,0,0,0,0,0
94939,3,6,0,0,0,0,0
31620663,14,17,0,0,0,0,0
38412,3,4,0,0,0,0,0
6746571,1,5,0,0,1,0,0
49703,3,6,0,0,0,0,0
10004741,4,0,0,0,1,0,0
80216603,9,4,0,0,1,0,0
9140772,4,0,0,0,1,0,0
8,1,1,0,0,1,0,0
1426025,3,5,0,0,0,0,0
173,2,2,0,0,0,0,0
68342,3,5,0,0,0,0,0
972280,3,4,0,0,0,0,0
1735813,3,6,0,0,0,0,0
17511,3,4,0,0,0,0,0
25,2,0,0,1,1,0,0
6467892,4,0,0,0,1,0,0
541285,3,8,0,0,0,0,0
1754785,4,0,0,0,1,0,0
46992,1,1,0,0,0,0,0
6085902,5,0,0,0,1,0,0
8600137,5,0,0,0,1,0,0
2168955,4,0,0,0,1,0,0
2268306,1,5,0,0,1,0,0
2002989,5,0,0,0,1,0,0
11719835,5,0,0,0,1,0,0
5495114,10,7,0,0,0,0,0
145606,18,25,0,0,0,0,0
9306838,5,0,0,0,1,0,0
86893020,5,9,0,0,1,0,0
15856959,9,8,0,0,0,0,0
602,2,2,0,0,0,0,0
8,1,1,0,0,1,0,0
119196223,9,8,0,1,1,0,0
9567754,4,0,0,0,1,0,0
32625,1,1,0,0,0,0,0
163,3,0,0,0,1,0,0
60369,4,2,0,0,0,0,0
8129818,5,0,0,0,1,0,0
1776979,5,0,0,0,1,0,0
194,2,2,0,0,0,0,0
80724651,8,5,0,0,1,0,0
72670629,8,5,0,0,1,0,0
82467741,8,6,0,0,1,0,0
8033748,5,0,0,0,1,0,0
8759438,6,8,0,0,1,0,0
95297,1,1,0,0,1,0,0
1806025,5,0,0,0,1,0,0
8811723,5,0,0,0,1,0,0
2853932,4,0,0,0,1,0,0
50907205,3,3,0,0,0,0,0
44,2,1,0,0,1,0,0
707858,7,9,0,0,0,0,0
75710566,6,10,0,0,1,0,0
13175,5,1,0,0,1,0,0
10027756,4,0,0,0,1,0,0
267929,3,4,0,0,0,0,0
32458,6,2,0,0,0,0,0
10523755,5,0,0,0,1,0,0
1486476,3,5,0,0,0,0,0
99007015,7,9,0,0,1,0,0
2187466,5,0,0,0,1,0,0
23327,1,1,0,0,0,0,0
218,2,2,0,0,0,0,0
2205211,1,7,0,0,1,0,0
8059974,5,0,0,0,1,0,0
331730,3,5,0,0,0,0,0
418938,3,4,0,0,0,0,0
861233,3,5,0,0,0,0,0
4022940,5,0,0,0,1,0,0
11703429,11,6,0,0,0,0,0
4610418,1,6,0,0,1,0,0
61222,1,1,0,0,0,0,0
6018938,1,5,0,0,1,0,0
505591,3,7,0,0,0,0,0
116183620,53,61,0,0,0,0,0
9857337,1,5,0,0,1,0,0
143369,2,4,0,0,0,0,0
9763238,1,5,0,1,1,0,0
479882,3,4,0,0,0,0,0
623502,3,5,0,0,0,0,0
54164,3,4,0,0,0,0,0
7843202,4,0,0,0,1,0,0
9285030,1,5,0,0,1,0,0
47797,3,5,0,0,0,0,0
5600721,8,6,0,0,0,0,0
51884,3,6,0,0,0,0,0
78486702,6,9,0,0,1,0,0
35514,3,5,0,0,0,0,0
8698928,7,6,0,0,1,0,0
1198043,5,0,0,0,1,0,0
250,2,2,0,0,0,0,0
5478897,5,0,0,0,1,0,0
17724,3,5,0,0,0,0,0
48560,2,2,0,0,0,0,0
723155,3,5,0,0,0,0,0
82,1,1,0,0,1,0,0
8450770,5,0,0,0,1,0,0
227,2,2,0,0,0,0,0
62012,2,2,0,0,0,0,0
7957,3,0,1,0,1,0,0
1819597,7,1,0,0,0,0,0
5173893,5,0,0,0,1,0,0
663925,3,6,0,0,0,0,0
1212726,3,6,0,0,0,0,0
144,2,2,0,0,0,0,0
4,2,0,0,1,1,0,0
4650875,5,0,0,0,1,0,0
191103,3,6,0,0,0,0,0
9319768,5,0,0,0,1,0,0
256,2,2,0,0,0,0,0
9766489,1,6,0,0,1,0,0
98257017,9,5,0,0,1,0,0
81919409,8,4,0,0,1,0,0
77325124,8,5,0,0,1,0,0
209,2,2,0,0,0,0,0
4012754,1,6,0,0,1,0,0
6000829,5,0,0,0,1,0,0
54477152,7,6,0,0,1,0,0
3,2,0,0,1,1,0,0
1382077,5,0,0,0,1,0,0
823402,1,6,0,0,1,0,0
94187746,5,10,0,0,1,0,0
89912816,9,5,0,0,1,0,0
2017965,4,0,0,0,1,0,0
99008590,8,4,0,0,1,0,0
80327130,9,5,0,0,1,0,0
39714,3,5,0,0,0,0,0
3,2,0,0,0,1,0,0
204427,1,1,0,0,1,0,0
111852,1,6,0,1,1,0,0
9824452,122,190,0,0,0,0,0
3672913,1,5,0,0,1,0,0
1291447,11,8,0,0,0,0,0
134381,3,7,0,0,0,0,0
162923,5,0,0,0,1,0,0
514382,3,5,0,0,0,0,0
6477580,4,0,0,0,1,0,0
5902445,5,0,0,0,1,0,0
8110757,4,0,0,0,1,0,0
115227542,16,14,0,0,0,0,0
9959831,8,5,0,0,1,0,0
4590056,1,6,0,1,1,0,0
